assigneduser,type,subtype,foldername,priority1,priority2,process,status,duetostart,duetoend,peoplename,namelast,case_task_id,housenumber,streetname,propx,propy,latitude,longitude,location
Jamal Lewis,CV,Unified,2207 LEON STREET,,,Event Log,Open,2026-03-02T00:00:00.000,,LITTLEFIELD CLYDE R,,2026-025003 CV,2207,LEON,3112141,10077297,30.286192,-97.74920348,"
,  
(30.286192, -97.74920348)"
Block'o Wilford,CC,Code Enforcement,2913 CENTRUM DRIVE,2,222,Initial Response/Site Investigation,Open,2026-03-02T00:00:00.000,,SPENCER SARA,,2026-024343 CC,2913,CENTRUM,3145255,10106185,30.36344139,-97.64210645,"
,  
(30.36344139, -97.64210645)"
Jonathan Longoria,CC,Code Enforcement,1514 PARKER LANE,2,111,Initial Response/Site Investigation,Open,2026-03-02T00:00:00.000,,JOHNSTON LAUREN,,2026-024390 CC,1514,PARKER,3118017,10060918,30.24079216,-97.73180536,"
,  
(30.24079216, -97.73180536)"
David Thompson,CV,Unified,5225 N. Lamar Blvd.,,,Event Log,Open,2026-03-02T00:00:00.000,,AUSTIN TRAVIS COUNTY MH-MR CENTER,,2026-024970 CV,5225,LAMAR,3118033,10089773,30.32010891,-97.72961612,"
,  
(30.32010891, -97.72961612)"
Geoff Glass,CV,Unified,5304 S PLEASANT VALLEY ROAD,,,Event Log,Open,2026-03-02T00:00:00.000,,MARTINEZ SALOMON,,2026-024487 CV,5304,PLEASANT VALLEY,3114205,10044265,30.19526034,-97.74510071,"
,  
(30.19526034, -97.74510071)"
Crystal Mendez,CV,Unified,9024 NORTHGATE BOULEVARD BUILDING 11,,,Event Log,Open,2026-03-02T00:00:00.000,,PECOS HOUSING FINANCE CORPORATION,,2026-024833 CV,9024,NORTHGATE,3121526,10108096,30.37025069,-97.71718296,"
,  
(30.37025069, -97.71718296)"
Block'o Wilford,CC,Code Enforcement,11603 OAK HAVEN COVE,2,222,Initial Response/Site Investigation,Open,2026-03-02T00:00:00.000,,HILL KORYNN RENEE,,2026-024342 CC,11603,OAK HAVEN,3136080,10112689,30.38192668,-97.67069659,"
,  
(30.38192668, -97.67069659)"
Geoff Glass,CV,Unified,5302 S PLEASANT VALLEY ROAD,,,Event Log,Open,2026-03-02T00:00:00.000,,TSURUTA YEA-LING,,2026-024472 CV,5302,PLEASANT VALLEY,3114202,10044312,30.19538973,-97.74510674,"
,  
(30.19538973, -97.74510674)"
Willis Adams,CV,Unified,1203 E 7TH STREET,,,Event Log,Open,2026-03-02T00:00:00.000,,CAZARES ANNA MARIE,,2026-024536 CV,1203,7TH,3118414,10069730,30.26498936,-97.72989547,"
,  
(30.26498936, -97.72989547)"
Block'o Wilford,CC,Code Enforcement,728 FORTROSE TERRACE,2,222,Initial Response/Site Investigation,Open,2026-03-02T00:00:00.000,,OMEIFE EMMANUELLA CHUWKUEBULI,,2026-024346 CC,728,FORTROSE,3140848,10132662,30.43651403,-97.65405425,"
,  
(30.43651403, -97.65405425)"
Crystal Mendez,CV,Unified,9024 NORTHGATE BOULEVARD BUILDING 12,,,Event Log,Open,2026-03-02T00:00:00.000,,PECOS HOUSING FINANCE CORPORATION,,2026-024992 CV,9024,NORTHGATE,3121526,10108096,30.37025069,-97.71718296,"
,  
(30.37025069, -97.71718296)"
Robert Crouch,UR,Sound Enforcement,ROBERT CROUCH - PROACTIVE SOUND INSPECTIONS 2026,,,Proactive Sound Enforcement Inspection,Open,2026-03-01T00:00:00.000,2026-03-31T00:00:00.000,CITY OF AUSTIN,,2026-021827 UR,6310,WILHELMINA DELCO,3124222,10091780,30.32522605,-97.70985634,"
,  
(30.32522605, -97.70985634)"
Javier Salas,UR,Sound Enforcement,Javier Salas - Proactive Inspections (2026),,,Proactive Sound Enforcement Inspection,Open,2026-03-01T00:00:00.000,2026-03-31T00:00:00.000,CITY OF AUSTIN,,2026-021831 UR,6310,WILHELMINA DELCO,3124222,10091780,30.32522605,-97.70985634,"
,  
(30.32522605, -97.70985634)"
John Rodriguez,UR,Sound Enforcement,JOHN RODRIGUEZ 2026 - Proactive Inspections,,,Proactive Sound Enforcement Inspection,Open,2026-03-01T00:00:00.000,2026-03-31T00:00:00.000,CITY OF AUSTIN,,2026-036012 UR,6310,WILHELMINA DELCO,3124222,10091780,30.32522605,-97.70985634,"
,  
(30.32522605, -97.70985634)"
Aaron Hagel,UR,Sound Enforcement,Aaron Hagel - Proactive Inspections 2026,,,Proactive Sound Enforcement Inspection,Open,2026-03-01T00:00:00.000,2026-03-31T00:00:00.000,CITY OF AUSTIN,,2026-021852 UR,6310,WILHELMINA DELCO,3124222,10091780,30.32522605,-97.70985634,"
,  
(30.32522605, -97.70985634)"
Victor Moreno,UR,Sound Enforcement,VICTOR MORENO 2026 PROACTIVE,,,Proactive Sound Enforcement Inspection,Open,2026-03-01T00:00:00.000,2026-03-31T00:00:00.000,CITY OF AUSTIN,,2026-024381 UR,6310,WILHELMINA DELCO,3124222,10091780,30.32522605,-97.70985634,"
,  
(30.32522605, -97.70985634)"
Jonathan Longoria,CV,Unified,1715 CAMP CRAFT ROAD,,9990,Event Log,Open,2026-02-28T00:00:00.000,,WILLIAMS WALLACE L,,2026-024388 CV,1715,CAMP CRAFT,3088549,10072679,30.27498259,-97.82425999,"
,  
(30.27498259, -97.82425999)"
Dedric Knox,CV,Unified,1214 VARGAS AUSTIN TX 78741 USA,,66,Cutlist - Inspector (Private),,2026-02-27T07:37:25.000,,AEA ALPINE LLC,,2026-005437 CV,1214,VARGAS,3129061,10057165,30.22976101,-97.69712301,"
,  
(30.22976101, -97.69712301)"
Erica Thompson,CC,Code Enforcement,307 E BRAKER LANE,3,,Initial Response/Site Investigation,Open,2026-02-27T00:00:00.000,,DAO HOC VAN & HONG TUY THI TRAN,,2026-024085 CC,307,BRAKER,3133335,10111167,30.37792331,-97.67951475,"
,  
(30.37792331, -97.67951475)"
Pete Mason,CV,Unified,1116 TERJO LANE,,5,Event Log,Open,2026-02-27T00:00:00.000,,1116 TERJO LLC,,2026-024295 CV,1116,TERJO,3057285,10092628,30.33172192,-97.92190783,"
,  
(30.33172192, -97.92190783)"
Forrest Pobst,CC,Code Enforcement,11802 DOONESBURY COVE,2,33,Initial Response/Site Investigation,Open,2026-02-27T00:00:00.000,,HALVERSON NOAH & SARAH HALVERSON,,2026-024029 CC,11802,DOONESBURY,3129668,10115821,30.39095636,-97.69078995,"
,  
(30.39095636, -97.69078995)"
Seleste Kos,CV,Unified,1719 E WILLIAM CANNON AUSTIN TX 78744 USA,,,Event Log,Open,2026-02-27T00:00:00.000,,CANNON MART INC,,2026-023998 CV,1719,WILLIAM CANNON,3107249,10041667,30.18856192,-97.76730219,"
,  
(30.18856192, -97.76730219)"
Aaron Janke,CV,Unified,4605 MANOR ROAD,,,Event Log,Open,2026-02-27T00:00:00.000,,J & P KUO LTD,,2026-023876 CV,4605,MANOR,3131123,10080235,30.2930416,-97.68885933,"
,  
(30.2930416, -97.68885933)"
LaShondra Washington,CV,Unified,8411 SPRING VALLEY DRIVE,,551,Event Log,Open,2026-02-27T00:00:00.000,,KNAPP MARGARET ANN,,2026-024138 CV,8411,SPRING VALLEY,3065947,10059234,30.23940486,-97.89677631,"
,  
(30.23940486, -97.89677631)"
Scott Roberts,BP,C-1000 Commercial Remodel,4207 JAMES CASEY STREET Unit 101,,1,109 TCO Occupancy,,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,,,2025-137707 BP,4207,JAMES CASEY,3104860,10054807,30.22483309,-97.77390472,"
,  
(30.22483309, -97.77390472)"
Eric Finn,CV,Unified,1221 ALGARITA AVENUE BLDG. 3 UNIT 102,,,Event Log,Open,2026-02-27T00:00:00.000,,CASCADE SDP LLC,,2026-024287 CV,1222,ALGARITA,3114992,10059765,30.23781689,-97.7414673,"
,  
(30.23781689, -97.7414673)"
LaShondra Washington,CV,Unified,8509 SPRING VALLEY DRIVE,,551,Event Log,Open,2026-02-27T00:00:00.000,,GUSTAFSON THOMAS & HEIDI BAAR HEIDI BARR GUSTAFSON,,2026-024117 CV,8509,SPRING VALLEY,3065346,10059227,30.23942179,-97.89867954,"
,  
(30.23942179, -97.89867954)"
Geoff Glass,CV,Unified,5206 S PLEASANT VALLEY ROAD,,,Event Log,Open,2026-02-27T00:00:00.000,,FRIAS RODULFO B,,2026-023840 CV,5206,PLEASANT VALLEY,3114192,10044471,30.19582743,-97.74512668,"
,  
(30.19582743, -97.74512668)"
Geoff Glass,CV,Unified,5300 S PLEASANT VALLEY ROAD,,,Event Log,Open,2026-02-27T00:00:00.000,,GARCIA HERIBERTO HERNANDEZ,,2026-023945 CV,5300,PLEASANT VALLEY,3114198,10044364,30.19553292,-97.74511557,"
,  
(30.19553292, -97.74511557)"
Pete Mason,CV,Unified,12711 RIVER BEND,,5,Event Log,Open,2026-02-27T00:00:00.000,,MAPLEWOOD COOPERATIVE HOUSING,,2026-024313 CV,12711,RIVER,3056034,10091643,30.32908869,-97.92593982,"
,  
(30.32908869, -97.92593982)"
Geoff Glass,CV,Unified,5208 S PLEASANT VALLEY ROAD,,,Event Log,Open,2026-02-27T00:00:00.000,,JAYDENVILLE LLC,,2026-023874 CV,5208,PLEASANT VALLEY,3114201,10044422,30.19569216,-97.7451018,"
,  
(30.19569216, -97.7451018)"
Eric Finn,CV,Unified,701 WOODWARD STREET BLDG. 1 UNIT 128,,,Event Log,Open,2026-02-27T00:00:00.000,,AVANATH BLUNN CREEK LP,,2026-023844 CV,701,WOODWARD,3111727,10055166,30.2253837,-97.75214159,"
,  
(30.2253837, -97.75214159)"
Dedric Knox,CV,Unified,620 W. 29th St.,,66,Cutlist - Inspector (Private),,2026-02-26T09:57:39.000,,BR HOLDINGS-W 29TH ST LLC,,2026-019860 CV,620,29TH,3113849,10080935,30.29608312,-97.74352524,"
,  
(30.29608312, -97.74352524)"
Hilda Martinez,CV,Unified,5808 MISTY HILL COVE,,999,Event Log,Open,2026-02-26T00:00:00.000,,HOUSE MARY M,,2026-023420 CV,5808,MISTY HILL,3106585,10120137,30.4043072,-97.76366659,"
,  
(30.4043072, -97.76366659)"
Desmond Waites,CV,Unified,7420 MUFFIN DRIVE,,,Event Log,Open,2026-02-26T00:00:00.000,,NGUYEN & PHAM INVESTMENT GROUP INC,,2026-023497 CV,7420,MUFFIN,3146492,10085525,30.30656896,-97.63977138,"
,  
(30.30656896, -97.63977138)"
Seleste Kos,CV,Unified,1221 S IH 35 AUSTIN TX 78741 USA,,,Event Log,Open,2026-02-26T00:00:00.000,,AZTECAS DE JUVENTINO ROSAS LLC,,2026-023416 CV,1221,IH 35,3117188,10062564,30.24537002,-97.73430812,"
,  
(30.24537002, -97.73430812)"
Jose Castillo,CV,Unified,1208 NEWPORT AVENUE,,,Event Log,Open,2026-02-26T00:00:00.000,,COFFMAN ANDREA L & TIM GARLAND,,2026-023774 CV,1208,NEWPORT,3135352,10105935,30.36340904,-97.67351681,"
,  
(30.36340904, -97.67351681)"
Belinda Nobles,CV,Unified,3404 EXPOSITION BOULEVARD,,555,Event Log,Open,2026-02-26T00:00:00.000,,HALL VIRGINIA ANNE,,2026-023761 CV,3404,EXPOSITION,3107572,10085882,30.31008197,-97.76304698,"
,  
(30.31008197, -97.76304698)"
Ieshea Young,CV,Unified,4501 WITHAM LANE,,,Event Log,Open,2026-02-26T00:00:00.000,,WITHAM APTS LLC,,2026-023323 CV,4501,WITHAM,3108419,10050750,30.2134554,-97.76293585,"
,  
(30.2134554, -97.76293585)"
Seleste Kos,CV,Unified,2227 E BEN WHITE BLVD AUSTIN TX 78744 USA,,,Event Log,Open,2026-02-26T00:00:00.000,,OS SOUTHPARK LLC,,2026-023336 CV,2227,BEN WHITE BLVD,3115325,10051563,30.21524961,-97.74101829,"
,  
(30.21524961, -97.74101829)"
Edmond Su,CV,Unified,1845 BURTON DRIVE,,555,Event Log,Open,2026-02-26T00:00:00.000,,AUSTIN LAFAYETTE LANDING REALTY LP,,2026-023427 CV,1845,BURTON,3118736,10058620,30.2344291,-97.72969939,"
,  
(30.2344291, -97.72969939)"
Jose Castillo,CV,Unified,1100 RUTH AVENUE,,,Event Log,Open,2026-02-26T00:00:00.000,,EDGC RUTH LLC,,2026-023718 CV,1100,RUTH,3119657,10095826,30.33664305,-97.72402053,"
,  
(30.33664305, -97.72402053)"
Seleste Kos,CV,Unified,901 BARTON SPRINGS ROAD,,,Event Log,Open,2026-02-26T00:00:00.000,,STORY BOARD LLC THE,,2026-023602 CV,901,BARTON SPRINGS,3110898,10067502,30.25934632,-97.7538601,"
,  
(30.25934632, -97.7538601)"
Willis Adams,CV,Unified,2711 E CESAR CHAVEZ STREET,,,Event Log,Open,2026-02-26T00:00:00.000,,VILLASENOR FAMILY LIMITED PART LIMITED PARTNERSHIP,,2026-023703 CV,2711,CESAR CHAVEZ,3123616,10065559,30.25318823,-97.71373347,"
,  
(30.25318823, -97.71373347)"
Patricia Perez,CV,Unified,3100 COLLINS CREEK DRIVE,,,Event Log,Open,2026-02-26T00:00:00.000,,HG OAK VALLEY LLC,,2026-023575 CV,3100,COLLINS CREEK,3117955,10054249,30.22246419,-97.73249537,"
,  
(30.22246419, -97.73249537)"
Forrest Pobst,CC,Code Enforcement,12323 THOMPKINS DRIVE,4,222,Initial Response/Site Investigation,Open,2026-02-26T00:00:00.000,,MCGUIRT ANDREW,,2026-023584 CC,12323,THOMPKINS,3140115,10116934,30.39332921,-97.65757989,"
,  
(30.39332921, -97.65757989)"
Hayden Aston,CV,Unified,114 LINDEN STREET,,,Event Log,Open,2026-02-26T00:00:00.000,,MARATHON BOULEVARD LP,,2026-023751 CV,114,LINDEN,3124559,10065530,30.25304743,-97.71074982,"
,  
(30.25304743, -97.71074982)"
David Downing,CV,Unified,1623 W PARMER LANE,,,Event Log,Open,2026-02-26T00:00:00.000,,SES 057 LLC,,2026-023177 CV,1623,PARMER,3130019,10123245,30.41134076,-97.68911735,"
,  
(30.41134076, -97.68911735)"
Courtney Britt,CV,Unified,9500 STONEBRIDGE DRIVE,,,Event Log,Open,2026-02-26T00:00:00.000,,NAJJAR NASSIM,,2026-023681 CV,9500,STONEBRIDGE,3125454,10107796,30.36917146,-97.70475315,"
,  
(30.36917146, -97.70475315)"
Michael Barba,CV,Unified,8406 MAINE DRIVE,,555,Event Log,Open,2026-02-26T00:00:00.000,,CASTILLO RAFAEL & CARMEN P CASTILLO,,2026-023766 CV,8406,MAINE,3123094,10102754,30.3554649,-97.71261122,"
,  
(30.3554649, -97.71261122)"
Willis Adams,CV,Unified,2131 E CESAR CHAVEZ STREET,,,Event Log,Open,2026-02-26T00:00:00.000,,MENDEZ BERTHA C FAMILY TRUST,,2026-023717 CV,2131,CESAR CHAVEZ,3121312,10066429,30.25572867,-97.72096393,"
,  
(30.25572867, -97.72096393)"
Dedric Knox,CV,Unified,3702 ROBINSON AVENUE,,66,Cutlist - Inspector (Private),,2026-02-25T11:40:37.000,,RAVAL PAUL J,,2026-014058 CV,3702,ROBINSON,3121476,10080168,30.2934843,-97.71942224,"
,  
(30.2934843, -97.71942224)"
Khary Dumas,OL,Motel,Comfort Inn Of Austin-700 Delmar Ave   Austin Tx,,,Lodging Annual Inspection,Open,2026-02-25T09:39:31.000,2026-12-31T09:39:34.000,"PRAYOGI, LLC DBA COMFORT INN",,1997-000287 OL,700,DELMAR,3126223,10096075,30.33690238,-97.70319403,"
,  
(30.33690238, -97.70319403)"
Sandy Van Cleave,OL,Hotel,Aloft South Austin - 4108 S IH 35,,8,Lodging Annual Inspection,Open,2026-02-25T09:32:34.000,2026-12-31T09:32:37.000,"S'AVANCER GROUP, LLC",,2021-162428 OL,4108,IH 35,3111441,10051532,30.21541265,-97.75331374,"
,  
(30.21541265, -97.75331374)"
Sylvia Villarreal,CV,Unified,6301 N LAMAR BOULEVARD,,,CV Notice Preparation,,2026-02-25T09:28:43.000,,6301 N LAMAR BLVD LLC,,2024-122856 CV,6301,LAMAR,3120117,10093885,30.33127787,-97.72270715,"
,  
(30.33127787, -97.72270715)"
Sandy Van Cleave,OL,Hotel,Firehouse Hostel - 605 Brazos St,,9,Lodging Annual Inspection,Open,2026-02-25T09:28:21.000,2026-12-31T09:28:24.000,KENT ROTH,ROTH,2019-009141 OL,605,BRAZOS,3114871,10070809,30.26818284,-97.74103545,"
,  
(30.26818284, -97.74103545)"
Sandy Van Cleave,OL,Hotel,East Austin Hotel - 1108 E 6th St,,5,Lodging Annual Inspection,Open,2026-02-25T09:23:22.000,2026-12-31T09:23:25.000,JEFF TRIGGER,TRIGGER,2019-221028 OL,1108,6TH,3118155,10069629,30.26472839,-97.73072312,"
,  
(30.26472839, -97.73072312)"
Willis Adams,CV,Unified,5100 E 5TH STREET,,,Event Log,Open,2026-02-25T00:00:00.000,,PANAGOPOULOS ANGELOS & CAROLE ANN,,2026-022960 CV,5100,5TH,3128640,10065368,30.25233695,-97.69784038,"
,  
(30.25233695, -97.69784038)"
Lauren Taggart,CV,Unified,13005 HEINEMANN DRIVE,,555,Event Log,Open,2026-02-25T00:00:00.000,,HOUSING AUTHORITY CITY OF AUSTIN,,2026-022806 CV,13005,HEINEMANN,3112215,10133423,30.44046982,-97.74483168,"
,  
(30.44046982, -97.74483168)"
Karrie De Mascio,CV,Unified,Wyndham Garden Hotel & Conference - 3401 S IH 35,,,Event Log,Open,2026-02-25T00:00:00.000,,AUSTIN 35290 LLC,,2026-022577 CV,3401,IH 35,3113742,10054371,30.22306967,-97.74582184,"
,  
(30.22306967, -97.74582184)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 17,,,Event Log,Open,2026-02-25T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022480 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Willis Adams,CV,Unified,1400 E 4TH STREET,,,Event Log,Open,2026-02-25T00:00:00.000,,1400 E 4TH STREET OWNER LLC,,2026-022947 CV,1400,4TH,3118796,10068626,30.26193006,-97.72876766,"
,  
(30.26193006, -97.72876766)"
Randall Fields,CV,Unified,510 W SLAUGHTER LN AKA 520 W SLAUGHTER LN,,,Event Log,Open,2026-02-25T00:00:00.000,,BASILE AUSTIN LLC ATTN WILLIAM D REDCAY JR,,2026-022837 CV,510,SLAUGHTER,3097481,10035646,30.1726268,-97.79864463,"
,  
(30.1726268, -97.79864463)"
Jamal Lewis,CV,Unified,2206 NUECES STREET Unit 1603,,,Event Log,Open,2026-02-25T00:00:00.000,,,,2026-022977 CV,2206,NUECES,3113753,10077216,30.28586629,-97.7441036,"
,  
(30.28586629, -97.7441036)"
Hayden Aston,CV,Unified,1118 GUNTER STREET,,,Event Log,Open,2026-02-25T00:00:00.000,,A WHIDDON CONSTRUCTION LLC,,2026-022769 CV,1118,GUNTER,3128276,10070338,30.26602227,-97.69862012,"
,  
(30.26602227, -97.69862012)"
Sandy Van Cleave,CV,Unified,1611 Airport Commerce Drive - Staybridge Suites Austin Airport,,13,Event Log,Open,2026-02-25T00:00:00.000,,SKY INN OPERATION INC,,2026-022962 CV,1611,AIRPORT COMMERCE,3131509,10054227,30.22152529,-97.6895949,"
,  
(30.22152529, -97.6895949)"
Willis Adams,CV,Unified,809 E 9TH STREET,,,Event Log,Open,2026-02-25T00:00:00.000,,LA VISTA DE LOPEZ LP,,2026-022979 CV,809,9TH,3117459,10070829,30.26807175,-97.73283829,"
,  
(30.26807175, -97.73283829)"
Crystal Mendez,CV,Unified,9200 NORTH PLAZA Unit 1609,,,Event Log,Open,2026-02-25T00:00:00.000,,MPH TIDES ON NORTH PLAZA LLC,,2026-022976 CV,9200,NORTH,3131541,10102640,30.35460161,-97.68584592,"
,  
(30.35460161, -97.68584592)"
Kenneth Nettle,CV,Unified,2007 POMPTON DRIVE,,555,Event Log,Open,2026-02-25T00:00:00.000,,CURRY DEVIN & ASHLEY POWERS,,2026-022862 CV,2007,POMPTON,3118607,10103194,30.35696424,-97.72680081,"
,  
(30.35696424, -97.72680081)"
Willis Adams,CV,Unified,4926 E CESAR CHAVEZ STREET,,,Event Log,Open,2026-02-25T00:00:00.000,,ARTPOST ARMADILLOS PROPERTIES LLC,,2026-022972 CV,4926,CESAR CHAVEZ,3127755,10065162,30.2518283,-97.70065796,"
,  
(30.2518283, -97.70065796)"
Willis Adams,CV,Unified,300 MEDINA,,,Event Log,Open,2026-02-25T00:00:00.000,,300 MEDINA INC,,2026-022933 CV,300,MEDINA,3117492,10068764,30.26239328,-97.73288668,"
,  
(30.26239328, -97.73288668)"
Kenneth Nettle,CV,Unified,12500 ESPLANADE STREET,,555,Event Log,Open,2026-02-25T00:00:00.000,,NGUYEN BACHTUYET,,2026-022791 CV,12500,ESPLANADE,3128678,10124543,30.41499631,-97.69327258,"
,  
(30.41499631, -97.69327258)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE OFFICE,,,Event Log,Open,2026-02-25T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022495 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Dedric Knox,CV,Unified,2605 FLOW AUSTIN TX 78617 USA,,66,Cutlist - Inspector (Private),,2026-02-24T15:11:59.000,,DEL VALLE I S D,,2026-018319 CV,2605,FLOW,3143334,10051062,30.21204728,-97.65240768,"
,  
(30.21204728, -97.65240768)"
Dedric Knox,CV,Unified,2400 BURLESON AUSTIN TX 78741 USA,,66,Cutlist - Inspector (Private),,2026-02-24T14:56:44.000,,TIERRA MAYA INC,,2026-019879 CV,2400,BURLESON,3116803,10056840,30.22966041,-97.73595027,"
,  
(30.22966041, -97.73595027)"
Joseph Yost,CV,Unified,2307 E 5TH STREET,,,Cutlist - Inspector (Private),,2026-02-24T13:15:15.000,,DELACRUZ SIXTO M % JOE GARCIA,,2025-054082 CV,2307,5TH,3122362,10067514,30.25864331,-97.71755843,"
,  
(30.25864331, -97.71755843)"
Dedric Knox,CV,Unified,2210 E 8TH STREET,,66,Cutlist - Inspector (Private),,2026-02-24T10:50:08.000,,NEW LINCOLN MISSIONARY,,2026-017741 CV,2210,8TH,3122501,10069066,30.26290051,-97.71700268,"
,  
(30.26290051, -97.71700268)"
Dedric Knox,CV,Unified,609 W. 31 1/2 st.,,66,Cutlist - Inspector (Private),,2026-02-24T10:31:32.000,,MONEY DONALD CARL & FRANCES,,2026-000071 CV,609,31ST HALF,3114396,10081791,30.29840111,-97.74172931,"
,  
(30.29840111, -97.74172931)"
Dedric Knox,CV,Unified,3500 E 5TH STREET,,66,Cutlist - Inspector (Private),,2026-02-24T10:27:47.000,,SCHULTZ DONALD M & DONNA L,,2026-016614 CV,3500,5TH,3126808,10066028,30.25427037,-97.70359156,"
,  
(30.25427037, -97.70359156)"
Dedric Knox,CV,Unified,1030 NORWOOD PARK BOULEVARD,,66,Cutlist - Inspector (Private),,2026-02-24T09:40:40.000,,WAL-MART REAL ESTATE BUSINESS TRUST MS 0555,,2026-012892 CV,1030,NORWOOD PARK,3129997,10096983,30.33915243,-97.69116575,"
,  
(30.33915243, -97.69116575)"
Dedric Knox,CV,Unified,7200 COOPER LANE,,66,Cutlist - Inspector (Private),,2026-02-24T09:00:31.000,,7200 COOPER LN LLC,,2026-021376 CV,7200,COOPER,3098593,10043282,30.19354735,-97.79457514,"
,  
(30.19354735, -97.79457514)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 16,,,Event Log,Open,2026-02-24T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022028 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 25,,,Event Log,Open,2026-02-24T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022042 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Eric Finn,CV,Unified,5005 MANOR ROAD Bldg. 4 Unit 214,,,Event Log,Open,2026-02-24T00:00:00.000,,RPC MUELLER SQUARE LLC,,2026-022145 CV,5005,MANOR,3131560,10081655,30.29691635,-97.68736809,"
,  
(30.29691635, -97.68736809)"
Seleste Kos,CV,Unified,1500 FARO AUSTIN TX 78741 USA,,,Event Log,Open,2026-02-24T00:00:00.000,,FAIRFIELD PARADISE OAKS LP,,2026-021962 CV,1500,FARO,3123698,10058703,30.23433699,-97.71398508,"
,  
(30.23433699, -97.71398508)"
Willis Adams,CV,Unified,2600 E 7TH STREET,,,Event Log,Open,2026-02-24T00:00:00.000,,MAR GROUP LLC,,2026-022357 CV,2600,7TH,3123938,10068400,30.26097679,-97.71250195,"
,  
(30.26097679, -97.71250195)"
Seleste Kos,CV,Unified,2020 E RIVERSIDE AUSTIN TX 78741 USA,,,Event Log,Open,2026-02-24T00:00:00.000,,2020 RIVERSIDE SE LLC,,2026-022080 CV,2020,RIVERSIDE,3119503,10061035,30.24101814,-97.72709215,"
,  
(30.24101814, -97.72709215)"
Brian Eberwine,CV,Unified,4203 BAMFORD DRIVE,,555,Event Log,Open,2026-02-24T00:00:00.000,,KARIN HOWARD,,2026-021989 CV,4203,BAMFORD,3106551,10106528,30.36689994,-97.76477111,"
,  
(30.36689994, -97.76477111)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 19,,,Event Log,Open,2026-02-24T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022033 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Belinda Nobles,CV,Unified,3315 MEREDITH STREET,,90,Event Log,Open,2026-02-24T00:00:00.000,,KEMP MALINDA LEE,,2026-022328 CV,3315,MEREDITH,3103510,10081212,30.29750214,-97.77625639,"
,  
(30.29750214, -97.77625639)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 28,,55,Event Log,Open,2026-02-24T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022032 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Forrest Pobst,CV,Unified,1703 SHADOWVIEW DRIVE,,555,Event Log,Open,2026-02-24T00:00:00.000,,MILLNER CAROLYN FRANCES,,2026-022343 CV,1703,SHADOWVIEW,3129822.124375,10122804.946875,30.41014399,-97.68977491,"
,  
(30.41014399, -97.68977491)"
Crystal Mendez,CV,Unified,7495 CHEVY CHASE DRIVE BUILDING 15,,,Event Log,Open,2026-02-24T00:00:00.000,,BR F&B CHEVY CHASE LLC,,2026-022026 CV,7495,CHEVY CHASE,3125397,10096884,30.33917986,-97.70575108,"
,  
(30.33917986, -97.70575108)"
Richard Lamancusa,CC,Code Enforcement,2300 W NORTH LOOP BOULEVARD,3,,Initial Response/Site Investigation,Open,2026-02-24T00:00:00.000,,HOUSING AUTHORITY OF AUSTIN,,2026-021891 CC,2300,NORTH LOOP,3113939,10091792,30.32592164,-97.74243899,"
,  
(30.32592164, -97.74243899)"
Block'o Wilford,CC,Code Enforcement,1311 TAYLOR STREET,2,,Initial Response/Site Investigation,Open,2026-02-24T00:00:00.000,,WYLIE MARVIN E,,2026-022237 CC,1311,TAYLOR,3117728,10066449,30.25601455,-97.7323108,"
,  
(30.25601455, -97.7323108)"
Gavin Peka,CV,Unified,6808 DUBUQUE LANE,,551,Event Log,Open,2026-02-24T00:00:00.000,,LEAMAN MAX A,,2026-022034 CV,6808,DUBUQUE,3137025,10088041,30.31411169,-97.66957211,"
,  
(30.31411169, -97.66957211)"
