case_id,priority,status,address,house_number,street_name,city,state,zip_code,opened_date,closed_date,department,case_type,description,inspector,date_updated,last_update,violationcasenumber,violationcaselink,parcelid,location,latitude,longitude,repeatoffenderrelated,shorttermrentalrelated,servicerequestnumber,reportedby
2026-024062 CC,2,Closed,1304 MERLENE DRIVE,1304,MERLENE DR,AUSTIN,TX,78732,2026-02-27T00:00:00.000,2026-04-29T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Gabriel Martinez|(512) 949-0966,2026-04-29T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0127580712,"(30.33042919, -97.92482842)",30.33042919,-97.92482842,No,,26-00060826,Complainant
2026-024307 CC,2,Closed,1821 DIRECTORS BOULEVARD,1821,DIRECTORS BLVD,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-02-28T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Juan Villarreal|512-939-9739,2026-02-28T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0313010303,"(30.2122329, -97.74920281)",30.2122329,-97.74920281,No,,26-00061440,Anonymous
2026-024248 CC,5,Closed,1903 E 20TH STREET,1903,E 20TH ST,AUSTIN,TX,78722,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Michael Larner|512-765-2858,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0211091804,"(30.28063905, -97.72098695)",30.28063905,-97.72098695,No,,26-00061191,Complainant
2026-023990 CC,2,Closed,12001 DESSAU ROAD,12001,DESSAU RD,AUSTIN,TX,78754,2026-02-27T00:00:00.000,2026-04-07T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Mahiri Moody|(512) 939-1295,2026-04-07T00:00:00.000,Closed due to Voluntary Compliance,2026 026049-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664244,0242310110,"(30.37925879, -97.65326272)",30.37925879,-97.65326272,No,,26-00060711,Complainant
2026-023832 CC,5,Closed,9809 COTTLE DRIVE,9809,COTTLE DR,AUSTIN,TX,78753,2026-02-27T00:00:00.000,2026-04-10T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Jose Castillo|,2026-04-10T00:00:00.000,Closed due to Voluntary Compliance,2026 027089-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665404,0239230212,"(30.35982127, -97.67863319)",30.35982127,-97.67863319,No,,26-00060446,Anonymous
2026-024256 CC,4,Closed,9710 EASTWEND DRIVE,9710,EASTWEND DR,AUSTIN,TX,78753,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Work Without Permit,Jose Castillo|,2026-03-03T00:00:00.000,Closed/Duplicate Case,,,0243170307,"(30.36550717, -97.69266398)",30.36550717,-97.69266398,No,,26-00061194,Complainant
2026-024013 CC,5,Closed,7305 GLENHILL ROAD,7305,GLENHILL RD,AUSTIN,TX,78752,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Jason Henley|(512) 596-7439,2026-02-27T00:00:00.000,Closed/Duplicate Case,,,0228210613,"(30.32620509, -97.68430433)",30.32620509,-97.68430433,No,,26-00060747,Complainant
2026-023875 CC,,Closed,405 W SLAUGHTER LANE,405,W SLAUGHTER LN,AUSTIN,TX,78748,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Andres De La Vera|(512) 974-1958,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,0430111510,"(30.16952067, -97.79692506)",30.16952067,-97.79692506,No,,,Anonymous
2026-024096 CC,5,Closed,3600 MANOR ROAD,3600,MANOR RD,AUSTIN,TX,78723,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Aaron Janke|(512) 945-8356,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,0215163001,"(30.28955443, -97.6983549)",30.28955443,-97.6983549,No,,26-00060894,Complainant
2026-024281 CC,5,Closed,1507 W NORTH LOOP BOULEVARD,1507,W NORTH LOOP BLVD,AUSTIN,TX,78756,2026-02-27T00:00:00.000,2026-03-23T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Richard Lamancusa|512-949-7246,2026-03-23T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0226040359,"(30.32490804, -97.73787865)",30.32490804,-97.73787865,No,,26-00061245,Complainant
2026-024252 CC,3,Closed,2610 W 49TH STREET,2610,W 49TH ST,AUSTIN,TX,78731,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Work Without Permit,Belinda Nobles|(512) 974-6402,2026-03-03T00:00:00.000,Contact Performed,,,0227000825,"(30.32248104, -97.74721075)",30.32248104,-97.74721075,No,,26-00061193,Complainant
2026-024247 CC,4,Closed,4300 SPEEDWAY,4300,SPEEDWAY,AUSTIN,TX,78751,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Jerome Howard|,2026-03-03T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0220060311,"(30.30704294, -97.72993378)",30.30704294,-97.72993378,No,,26-00061188,Anonymous
2026-024108 CC,2,Closed,2513 SETON AVENUE,2513,SETON AVE,AUSTIN,TX,78705,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Jamal Lewis|(512) 952-2398,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0214010413,"(30.29015684, -97.7432881)",30.29015684,-97.7432881,No,,26-00060921,Complainant
2026-024291 CC,5,Active,1845 BURTON DRIVE,1845,BURTON DR,AUSTIN,TX,78741,2026-02-27T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Edmond Su|512-954-2742,2026-03-03T00:00:00.000,Send CV Notice,2026 025614-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13663759,0305060805,"(30.2344291, -97.72969939)",30.2344291,-97.72969939,No,,26-00061283,Complainant
2026-024315 CC,5,Closed,4703 BUCKS RUN,4703,BUCKS RUN,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-03-04T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Trey Kleinert|512-720-8972,2026-03-04T00:00:00.000,Inspection Performed/Abated by Inspector,,,0426011030,"(30.17906661, -97.75382833)",30.17906661,-97.75382833,No,,26-00061619,Complainant
2026-023811 CC,2,Closed,1511 FARO DRIVE 43,1511,FARO DR,AUSTIN,TX,78741,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Juan Villarreal|512-939-9739,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0307110105,"(30.23504136, -97.71359538)",30.23504136,-97.71359538,No,,26-00060392,Complainant
2026-024178 CC,5,Closed,1903 E 2ND STREET,1903,E 2ND ST,AUSTIN,TX,78702,2026-02-27T00:00:00.000,2026-03-05T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Sheila Doyle|(512) 695-9457,2026-03-05T00:00:00.000,Closed/Duplicate Case,,,0202080502,"(30.25776538, -97.72400415)",30.25776538,-97.72400415,No,,26-00061065,Complainant
2026-024147 CC,5,Closed,1107 E 10TH STREET,1107,E 10TH ST,AUSTIN,TX,78702,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Hayden Aston|,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0205070402,"(30.26792898, -97.72905892)",30.26792898,-97.72905892,No,,26-00061012,Complainant
2026-024098 CC,5,Closed,3335 MANOR RD,,,,,,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,|(512) 945-8356,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00060898,Complainant
2026-024163 CC,2,Closed,7705 DONNELLEY DRIVE,7705,DONNELLEY DR,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-04-02T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Jonathan Longoria|512-419-8243,2026-04-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0336101113,"(30.15242577, -97.7178505)",30.15242577,-97.7178505,No,Yes,26-00061041,Anonymous
2026-023808 CC,5,Closed,2301 DURWOOD STREET,2301,DURWOOD ST,AUSTIN,TX,78704,2026-02-27T00:00:00.000,2026-05-05T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Eric Finn|512-803-0283,2026-05-05T00:00:00.000,Closed due to Voluntary Compliance,2026 025704-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13663863,0403010249,"(30.24200034, -97.7568829)",30.24200034,-97.7568829,Yes,,26-00060370,Anonymous
2026-024080 CC,3,Closed,MIDDLEHAM PL and EBERHART LN,,,,,,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 788-3046,2026-02-27T00:00:00.000,Referred to Appropriate Agency,,,,,,,No,,26-00060862,Anonymous
2026-024272 CC,3,Closed,618 W LONGSPUR BLVD,,,,,,2026-02-27T00:00:00.000,2026-03-04T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|,2026-03-04T00:00:00.000,Referred to Appropriate Agency,,,,,,,No,,26-00061217,Complainant
2026-024207 CC,5,Closed,4747 W SLAUGHTER LN,,,,,,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Brandon Smith|,2026-03-02T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00061124,Anonymous
2026-023854 CC,5,Closed,SOUTHWEST PKWY and REPUBLIC OF TEXAS BLVD,,,,,,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Property Abatement,|(512) 552-8271,2026-03-03T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00060500,Complainant
2026-024164 CC,2,Closed,7817 COLTON BLUFF SPRINGS ROAD,7817,COLTON BLUFF SPRINGS RD,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Jonathan Longoria|512-419-8243,2026-05-08T00:00:00.000,Legal Action-All Deficiencies Satisfied,2026 027234-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665575,0336100121,"(30.1536344, -97.71804566)",30.1536344,-97.71804566,No,Yes,26-00061037,Anonymous
2026-024242 CC,5,Closed,12176 N MOPAC EXPY SB,,,,,,2026-02-27T00:00:00.000,2026-03-05T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|512-964-2657,2026-03-05T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00061170,Complainant
2026-024088 CC,5,Closed,4658 MANOR RD,,,,,,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Aaron Janke|(512) 945-8356,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00060879,Complainant
2026-024167 CC,2,Closed,7717 DONNELLEY DRIVE,7717,DONNELLEY DR,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-04-15T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Jonathan Longoria|512-419-8243,2026-04-15T00:00:00.000,Legal Action-All Deficiencies Satisfied,2026 027310-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665663,0336101110,"(30.15213317, -97.7180673)",30.15213317,-97.7180673,No,Yes,26-00061044,Anonymous
2026-024168 CC,2,Active,7704 HILLOCK TERRACE,7704,HILLOCK TER,AUSTIN,TX,78744,2026-02-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Jonathan Longoria|512-419-8243,2026-05-07T00:00:00.000,Follow-up Inspection,2026 027635-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13666034,0336101112,"(30.15235492, -97.71747898)",30.15235492,-97.71747898,No,Yes,26-00061046,Anonymous
2026-024095 CC,5,Closed,3720 MANOR RD,,,,,,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Aaron Janke|(512) 945-8356,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00060886,Complainant
2026-024203 CC,5,Closed,5607 W SLAUGHTER LN,,,,,,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 552-8271,2026-03-03T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00061121,Anonymous
2026-024264 CC,5,Closed,2673 SAN JACINTO BLVD,,,,,,2026-02-27T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 974-1958,2026-03-03T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00061200,Complainant
2026-023988 CC,5,Closed,6911 WOODHUE DRIVE,6911,WOODHUE DR,AUSTIN,TX,78745,2026-02-27T00:00:00.000,2026-03-09T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-03-09T00:00:00.000,Closed due to Voluntary Compliance,2026 027693-CV,,0419160468,"(30.19871518, -97.79971425)",30.19871518,-97.79971425,No,,26-00060707,Complainant
2026-024035 CC,5,Closed,DARVONE CIR and WYNNE LN,,,,,,2026-02-27T00:00:00.000,2026-03-06T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-03-06T00:00:00.000,No Violation(s) Found/Inspection Performed,,,,,,,No,,26-00060794,Complainant
2026-024123 CC,5,Closed,3195 W SLAUGHTER LN,,,,,,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Property Abatement,|,2026-03-02T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00060956,Anonymous
2026-024151 CC,5,Closed,1626 OHLEN ROAD,1626,OHLEN RD,AUSTIN,TX,78758,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Michael Barba|512-974-9030,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0241100913,"(30.36444219, -97.71598303)",30.36444219,-97.71598303,No,,26-00061021,Complainant
2026-024162 CC,5,Closed,206 W WILLIAM CANNON DRIVE,206,W WILLIAM CANNON DR,AUSTIN,TX,78745,2026-02-27T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Benjamin Munoz|512-803-5605,2026-02-27T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0421100413,"(30.19437769, -97.78100568)",30.19437769,-97.78100568,No,,26-00061038,Anonymous
2026-023830 CC,5,Closed,9120 FROCK COURT,9120,FROCK CT,AUSTIN,TX,78748,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0426190849,"(30.18003583, -97.81843467)",30.18003583,-97.81843467,No,,26-00060440,Complainant
2026-024297 CC,3,Closed,8101 POMMEL DRIVE,8101,POMMEL DR,AUSTIN,TX,78759,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Work Without Permit,Keenan Curry|512-952-8667,2026-03-02T00:00:00.000,Closed/Duplicate Case,,,0162090703,"(30.4206744, -97.78310282)",30.4206744,-97.78310282,No,,26-00061351,Complainant
2026-024085 CC,3,Active,307 E BRAKER LANE,307,E BRAKER LN,AUSTIN,TX,78753,2026-02-27T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Erica Thompson|(512)945-8431,2026-03-12T00:00:00.000,Inspection Performed,,,0247210816,"(30.37792331, -97.67951475)",30.37792331,-97.67951475,No,,26-00060871,Complainant
2026-024312 CC,5,Closed,5404 PONCIANA DRIVE,5404,PONCIANA DR,AUSTIN,TX,78744,2026-02-27T00:00:00.000,2026-02-25T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Geoff Glass|(512) 460-9142,2026-02-25T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0418010417,"(30.19841691, -97.75569585)",30.19841691,-97.75569585,No,,26-00061582,Anonymous
2026-024310 CC,2,Closed,1410 E 3RD STREET,1410,E 3RD ST,AUSTIN,TX,78702,2026-02-27T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Micheal Ezimako|512-939-8190,2026-03-02T00:00:00.000,Closed/Duplicate Case,,,0204063001,"(30.26107029, -97.72909184)",30.26107029,-97.72909184,No,Yes,26-00061487,Anonymous
2026-023935 CC,5,Closed,1202 WARRINGTON DRIVE,1202,WARRINGTON DR,AUSTIN,TX,78753,2026-02-27T00:00:00.000,2026-03-04T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Jose Castillo|,2026-03-04T00:00:00.000,Closed/Duplicate Case,,,0240240125,"(30.3623547, -97.67546158)",30.3623547,-97.67546158,No,,26-00060629,Complainant
2026-023649 CC,3,Closed,8413 SPRING VALLEY DRIVE,8413,SPRING VALLEY DR,AUSTIN,TX,78736,2026-02-26T00:00:00.000,2026-03-24T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),LaShondra Washington|(512) 552-8271,2026-03-24T00:00:00.000,Closed due to Voluntary Compliance,2026 024128-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662145,0406480544,"(30.23939747, -97.89696655)",30.23939747,-97.89696655,No,,26-00059801,Anonymous
2026-023236 CC,2,Closed,7522 N IH 35 SERVICE ROAD,7522,N IH 35 SVRD,AUSTIN,TX,78752,2026-02-26T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Keith Bazzle|(512) 765-3813,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0232150122,"(30.33759555, -97.70266145)",30.33759555,-97.70266145,No,,26-00059305,Complainant
2026-023705 CC,3,Active,114 LINDEN STREET,114,LINDEN ST,AUSTIN,TX,78702,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Hayden Aston|,2026-04-03T00:00:00.000,Follow-up Inspection,2026 023751-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13661694,0200120507,"(30.25304743, -97.71074982)",30.25304743,-97.71074982,No,,26-00059895,Anonymous
2026-023410 CC,5,Closed,6907 COLONY PARK DRIVE,6907,COLONY PARK DR,AUSTIN,TX,78724,2026-02-26T00:00:00.000,2026-03-04T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Desmond Waites|(512) 944-5788,2026-03-04T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0219331409,"(30.30130638, -97.64351902)",30.30130638,-97.64351902,No,,26-00059533,Anonymous
2026-023123 CC,5,Closed,2105 PARKER LANE Unit 429,2105,PARKER LN,AUSTIN,TX,78741,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Edmond Su|512-954-2742,2026-02-27T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0307050303,"(30.23385396, -97.73483025)",30.23385396,-97.73483025,No,,26-00059099,Complainant
2026-023608 CC,5,Closed,3804 RED RIVER ST,,,,,,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 974-1958,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00059757,Anonymous
2026-023558 CC,5,Closed,4311 SPRINGDALE ROAD,4311,SPRINGDALE RD,AUSTIN,TX,78723,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Aaron Janke|(512) 945-8356,2026-02-27T00:00:00.000,Inspection Performed/Abated by Inspector,,,0213220418,"(30.28639929, -97.68192971)",30.28639929,-97.68192971,No,,26-00059718,Complainant
2026-023677 CC,4,Closed,1321 NEANS DRIVE,1321,NEANS DR,AUSTIN,TX,78758,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Christopher McFarland|512-599-3105,2026-02-27T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0245140828,"(30.37483963, -97.70178504)",30.37483963,-97.70178504,No,,26-00059841,Anonymous
2026-023345 CC,5,Closed,2325 DEADWOOD DRIVE,2325,DEADWOOD DR,AUSTIN,TX,78744,2026-02-26T00:00:00.000,2026-02-25T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Geoff Glass|(512) 460-9142,2026-02-25T00:00:00.000,Inspection Performed/Abated by Inspector,,,0319010208,"(30.19661103, -97.74919955)",30.19661103,-97.74919955,No,,26-00056795,Complainant
2026-023409 CC,,Active,1221 S IH 35 AUSTIN TX 78741 USA,1221,S IH 35 SVRD,AUSTIN,TX,78741,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Seleste Kos|(512) 696-3350,2026-03-25T00:00:00.000,Follow-up Inspection,2026 023416-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13661323,0302060238,"(30.24537002, -97.73430812)",30.24537002,-97.73430812,No,,,COA Department
2026-023683 CC,5,Closed,8305 MOCCASIN PATH,8305,MOCCASIN PATH,AUSTIN,TX,78736,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Property Abatement,LaShondra Washington|(512) 552-8271,2026-02-27T00:00:00.000,Closed/Duplicate Case,,,0406440705,"(30.24151332, -97.89253561)",30.24151332,-97.89253561,No,,26-00059852,Anonymous
2026-023784 CC,2,Closed,1007 CUMBERLAND ROAD,1007,CUMBERLAND RD,AUSTIN,TX,78704,2026-02-26T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Dana Brockington|(512) 945-6094,2026-03-02T00:00:00.000,Cancelled,,,0403050915,"(30.24028247, -97.76776192)",30.24028247,-97.76776192,No,,26-00060143,Complainant
2026-023805 CC,5,Closed,8303 POMMEL DRIVE,8303,POMMEL DR,AUSTIN,TX,78759,2026-02-26T00:00:00.000,2026-03-02T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Keenan Curry|512-952-8667,2026-03-02T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0164110711,"(30.4216271, -97.78551172)",30.4216271,-97.78551172,No,,26-00060328,Anonymous
2026-023330 CC,5,Active,5304 S PLEASANT VALLEY ROAD,5304,S PLEASANT VALLEY RD,AUSTIN,TX,78744,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Geoff Glass|(512) 460-9142,2026-04-20T00:00:00.000,AH Review,2026 024487-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662514,0320020102,"(30.19526034, -97.74510071)",30.19526034,-97.74510071,No,,26-00054854,Complainant
2026-023320 CC,5,Active,5302 S PLEASANT VALLEY ROAD,5302,S PLEASANT VALLEY RD,AUSTIN,TX,78744,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Geoff Glass|(512) 460-9142,2026-04-20T00:00:00.000,AH Review,2026 024472-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662498,0320020101,"(30.19538973, -97.74510674)",30.19538973,-97.74510674,No,,26-00054854,Complainant
2026-023483 CC,,Closed,1109 THURGOOD CIRCLE,1109,THURGOOD CIR,AUSTIN,TX,78721,2026-02-26T00:00:00.000,2026-02-26T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Charles Edwards|512-803-5812,2026-02-26T00:00:00.000,Referred to Appropriate Agency,,,0205230404,"(30.26162946, -97.67608947)",30.26162946,-97.67608947,No,,,Anonymous
2026-023234 CC,5,Closed,1709 MEARNS MEADOW BOULEVARD,1709,MEARNS MEADOW BLVD,AUSTIN,TX,78758,2026-02-26T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Christopher McFarland|512-599-3105,2026-03-03T00:00:00.000,Referred to Appropriate Agency,,,0247140205,"(30.37966652, -97.70769004)",30.37966652,-97.70769004,No,,26-00059304,Complainant
2026-023615 CC,2,Closed,6503 BLUFF SPRINGS ROAD,6503,BLUFF SPRINGS RD,AUSTIN,TX,78744,2026-02-26T00:00:00.000,2026-02-26T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Benjamin Munoz|512-803-5605,2026-02-26T00:00:00.000,Closed/Duplicate Case,,,0422060105,"(30.19031623, -97.76659708)",30.19031623,-97.76659708,No,,26-00059764,Complainant
2026-023490 CC,4,Closed,7910 PEACEFUL HILL LANE,7910,PEACEFUL HILL LN,AUSTIN,TX,78748,2026-02-26T00:00:00.000,2026-02-27T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Randall Fields|(512) 978-1898,2026-02-27T00:00:00.000,Referred to Appropriate Agency,,,0425130303,"(30.180703, -97.78845473)",30.180703,-97.78845473,No,,26-00059616,Anonymous
2026-023793 CC,3,Closed,8602 N LAMAR BOULEVARD Unit 1206,8602,N LAMAR BLVD,AUSTIN,TX,78758,2026-02-26T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Crystal Mendez|(512) 423-8709,2026-03-03T00:00:00.000,Closed/Duplicate Case,,,0238150805,"(30.35479748, -97.70499581)",30.35479748,-97.70499581,Yes,,26-00060253,Complainant
2026-023125 CC,5,Active,4605 MANOR ROAD,4605,MANOR RD,AUSTIN,TX,78723,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Aaron Janke|(512) 945-8356,2026-04-30T00:00:00.000,Follow-up Inspection,2026 023876-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13661843,0215190508,"(30.2930416, -97.68885933)",30.2930416,-97.68885933,No,,26-00059110,Complainant
2026-023709 CC,5,Closed,1520 RUTHERFORD LN,8113,CAMERON RD,AUSTIN,TX,78754,2026-02-26T00:00:00.000,2026-03-09T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Courtney Britt|(512) 420-6386,2026-03-09T00:00:00.000,City-Owned Property/No Violation(s) Found,,,0233200203,"(30.33742138, -97.68271849)",30.33742138,-97.68271849,No,,26-00059897,Anonymous
2026-023785 CC,3,Closed,1124 RUTLAND DRIVE Unit 139,1124,RUTLAND DR,AUSTIN,TX,78758,2026-02-26T00:00:00.000,2026-03-03T00:00:00.000,Code Enforcement,Complaints,Structure Condition Violation(s),Crystal Mendez|(512) 423-8709,2026-03-03T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0243160302,"(30.36871033, -97.70372535)",30.36871033,-97.70372535,Yes,,26-00060155,Complainant
2026-023658 CC,3,Active,8509 SPRING VALLEY DRIVE,8509,SPRING VALLEY DR,AUSTIN,TX,78736,2026-02-26T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),LaShondra Washington|(512) 552-8271,2026-05-07T00:00:00.000,Follow-up Inspection,2026 024117-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662134,0406480535,"(30.23942179, -97.89867954)",30.23942179,-97.89867954,No,,26-00059818,Anonymous
